"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "Species" "lowest"
"ASV463" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Alternaria" "unclassified" "g__Alternaria"
"ASV464" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Acaulium" "Acaulium_retardatum" "s__Acaulium_retardatum"
"ASV465" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizales_fam_Incertae_sedis" "unclassified" "Pezizales_sp" "s__Pezizales_sp"
"ASV470" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Orbilia" "unclassified" "g__Orbilia"
"ASV472" "Fungi" "Basidiomycota" "Tremellomycetes" "Filobasidiales" "Filobasidiaceae" "Filobasidium" "unclassified" "g__Filobasidium"
"ASV474" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Ganodermataceae" "Ganoderma" "unclassified" "g__Ganoderma"
"ASV479" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Podosporaceae" "Podospora" "Podospora_pleiospora" "s__Podospora_pleiospora"
"ASV481" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridariella" "Parathyridariella_dematiacea" "s__Parathyridariella_dematiacea"
"ASV482" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Preussia_flanaganii" "s__Preussia_flanaganii"
"ASV488" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "unclassified" "unclassified" "f__Plectosphaerellaceae"
"ASV494" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "unclassified" "g__Microascus"
"ASV2328" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "unclassified" "unclassified" "unclassified" "o__Agaricales"
"ASV2329" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2331" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2332" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreales_fam_Incertae_sedis" "Hapsidospora" "Hapsidospora_irregularis" "s__Hapsidospora_irregularis"
"ASV2337" "Fungi" "Ascomycota" "Sordariomycetes" "Boliniales" "Boliniaceae" "unclassified" "unclassified" "f__Boliniaceae"
"ASV2339" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Amanitaceae" "Amanita" "Amanita_rubescens" "s__Amanita_rubescens"
"ASV2344" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Capronia" "unclassified" "g__Capronia"
"ASV2345" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "Phaeosphaeria_tofieldiae" "s__Phaeosphaeria_tofieldiae"
"ASV2347" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Castanedomyces" "Castanedomyces_australiensis" "s__Castanedomyces_australiensis"
"ASV2348" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Aspergillus" "unclassified" "g__Aspergillus"
"ASV2350" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV2351" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2353" "Fungi" "Basidiomycota" "Agaricomycetes" "Hymenochaetales" "Schizoporaceae" "Xylodon" "unclassified" "g__Xylodon"
"ASV2354" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Mycothermus" "Mycothermus_thermophilus" "s__Mycothermus_thermophilus"
"ASV2355" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2361" "Fungi" "Ascomycota" "Dothideomycetes" "Cladosporiales" "Cladosporiaceae" "Cladosporium" "unclassified" "g__Cladosporium"
"ASV2367" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Debaryomycetaceae" "unclassified" "Debaryomycetaceae_sp" "s__Debaryomycetaceae_sp"
"ASV2369" "Fungi" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Fungi"
"ASV2372" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Aphanoascus" "Aphanoascus_keratinophilus" "s__Aphanoascus_keratinophilus"
"ASV2376" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "Hyaloriaceae" "Protomerulius" "Protomerulius_dubius" "s__Protomerulius_dubius"
"ASV2378" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV2383" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2384" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Didymocyrtis" "unclassified" "g__Didymocyrtis"
"ASV2385" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Entoloma" "unclassified" "g__Entoloma"
"ASV2388" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2393" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Pichiaceae" "Pichia" "Pichia_kudriavzevii" "s__Pichia_kudriavzevii"
"ASV2395" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Preussia_dubia" "s__Preussia_dubia"
"ASV2405" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "Microascus_verrucosus" "s__Microascus_verrucosus"
"ASV2406" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV2408" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Dermateaceae" "Davidhawksworthia" "unclassified" "g__Davidhawksworthia"
"ASV2409" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Cordanaceae" "Cordana" "Cordana_sp" "s__Cordana_sp"
"ASV2410" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Metschnikowiaceae" "Clavispora" "Clavispora_lusitaniae" "s__Clavispora_lusitaniae"
"ASV2412" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Cephalotrichum" "unclassified" "g__Cephalotrichum"
"ASV2414" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Thermothelomyces" "Thermothelomyces_guttulatus" "s__Thermothelomyces_guttulatus"
"ASV2424" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "unclassified" "unclassified" "f__Bionectriaceae"
"ASV2431" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridaria" "Parathyridaria_rosae" "s__Parathyridaria_rosae"
"ASV2439" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pyrenochaetopsidaceae" "Pyrenochaetopsis" "Pyrenochaetopsis_leptospora" "s__Pyrenochaetopsis_leptospora"
"ASV2440" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2446" "Fungi" "Basidiomycota" "Microbotryomycetes" "Microbotryales" "Microbotryaceae" "unclassified" "Microbotryaceae_sp" "s__Microbotryaceae_sp"
"ASV2447" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV2449" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_lapis" "s__Mortierella_lapis"
"ASV2451" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Occultibambusaceae" "Brunneofusispora" "Brunneofusispora_sp" "s__Brunneofusispora_sp"
"ASV2454" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "unclassified" "unclassified" "f__Phaeosphaeriaceae"
"ASV2455" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "unclassified" "unclassified" "unclassified" "o__Pezizales"
"ASV2456" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2457" "Fungi" "Chytridiomycota" "Rhizophydiomycetes" "Rhizophydiales" "Alphamycetaceae" "Betamyces" "Betamyces_sp" "s__Betamyces_sp"
"ASV2458" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV2461" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Acremonium" "Acremonium_pinkertoniae" "s__Acremonium_pinkertoniae"
"ASV900" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinellus" "unclassified" "g__Coprinellus"
"ASV1903" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_globosa" "s__Malassezia_globosa"
"ASV692" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Wojnowiciella" "unclassified" "g__Wojnowiciella"
"ASV693" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridariella" "Parathyridariella_dematiacea" "s__Parathyridariella_dematiacea"
"ASV694" "Fungi" "Ascomycota" "Dothideomycetes" "Cladosporiales" "Cladosporiaceae" "Cladosporium" "unclassified" "g__Cladosporium"
"ASV701" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "unclassified" "unclassified" "unclassified" "o__Sordariales"
"ASV712" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV713" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Enterocarpus" "Enterocarpus_grenotii" "s__Enterocarpus_grenotii"
"ASV857" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Lycoperdon" "unclassified" "g__Lycoperdon"
"ASV714" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV720" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Thermoascaceae" "Paecilomyces" "Paecilomyces_fulvus" "s__Paecilomyces_fulvus"
"ASV721" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_restricta" "s__Malassezia_restricta"
"ASV723" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Acaulium" "unclassified" "g__Acaulium"
"ASV728" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "unclassified" "g__Talaromyces"
"ASV729" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV736" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV982" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Dacryobolaceae" "Postia" "Postia_floriformis" "s__Postia_floriformis"
"ASV743" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "unclassified" "unclassified" "f__Dipodascaceae"
"ASV745" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Ceratocystidaceae" "Berkeleyomyces" "Berkeleyomyces_rouxiae" "s__Berkeleyomyces_rouxiae"
"ASV1077" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1289" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "unclassified" "g__Malassezia"
"ASV756" "Fungi" "Basidiomycota" "Tremellomycetes" "Trichosporonales" "Tetragoniomycetaceae" "Tetragoniomyces" "Tetragoniomyces_sp" "s__Tetragoniomyces_sp"
"ASV765" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Scedosporium" "unclassified" "g__Scedosporium"
"ASV771" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Ganodermataceae" "Ganoderma" "Ganoderma_adspersum" "s__Ganoderma_adspersum"
"ASV1006" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_piriformis" "s__Mucor_piriformis"
"ASV774" "Fungi" "Ascomycota" "Dothideomycetes" "Dothideales" "Saccotheciaceae" "Aureobasidium" "Aureobasidium_pullulans" "s__Aureobasidium_pullulans"
"ASV780" "Fungi" "Aphelidiomycota" "unclassified" "unclassified" "unclassified" "unclassified" "Aphelidiomycota_sp" "s__Aphelidiomycota_sp"
"ASV782" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "Talaromyces_rugulosus" "s__Talaromyces_rugulosus"
"ASV979" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "Coniochaeta_verticillata" "s__Coniochaeta_verticillata"
"ASV786" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV787" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinopsis" "Coprinopsis_patouillardii" "s__Coprinopsis_patouillardii"
"ASV794" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV795" "Fungi" "Ascomycota" "Sordariomycetes" "Amphisphaeriales" "Apiosporaceae" "Apiospora" "unclassified" "g__Apiospora"
"ASV799" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV804" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Debaryomycetaceae" "unclassified" "Debaryomycetaceae_sp" "s__Debaryomycetaceae_sp"
"ASV1226" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Kernia" "Kernia_anthracina" "s__Kernia_anthracina"
"ASV805" "Fungi" "Basidiomycota" "Exobasidiomycetes" "Entylomatales" "Entylomataceae" "Tilletiopsis" "Tilletiopsis_washingtonensis" "s__Tilletiopsis_washingtonensis"
"ASV806" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Beauveria" "Beauveria_sp" "s__Beauveria_sp"
"ASV807" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Trichomonascaceae" "Blastobotrys" "Blastobotrys_niveus" "s__Blastobotrys_niveus"
"ASV813" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "unclassified" "g__Neosetophoma"
"ASV814" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Strophariaceae" "Hypholoma" "Hypholoma_fasciculare" "s__Hypholoma_fasciculare"
"ASV816" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV818" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV821" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Geastrum_fimbriatum" "s__Geastrum_fimbriatum"
"ASV824" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Phialophora" "Phialophora_cyclaminis" "s__Phialophora_cyclaminis"
"ASV512" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV514" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV517" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeriopsis" "unclassified" "g__Phaeosphaeriopsis"
"ASV518" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Bovista" "Bovista_plumbea" "s__Bovista_plumbea"
"ASV521" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "unclassified" "g__Microascus"
"ASV523" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Lecanicillium" "Lecanicillium_coprophilum" "s__Lecanicillium_coprophilum"
"ASV533" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "unclassified" "unclassified" "f__Didymosphaeriaceae"
"ASV539" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "unclassified" "g__Coniochaeta"
"ASV542" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "Auriculariales_fam_Incertae_sedis" "Renatobasidium" "Renatobasidium_sp" "s__Renatobasidium_sp"
"ASV548" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Penicillium_bialowiezense" "s__Penicillium_bialowiezense"
"ASV551" "Fungi" "Basidiomycota" "Microbotryomycetes" "Leucosporidiales" "Leucosporidiaceae" "Leucosporidium" "Leucosporidium_creatinivorum" "s__Leucosporidium_creatinivorum"
"ASV556" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV566" "Fungi" "Basidiomycota" "Agaricomycetes" "Russulales" "Peniophoraceae" "Peniophora" "Peniophora_sp" "s__Peniophora_sp"
"ASV1095" "Fungi" "Basidiomycota" "Wallemiomycetes" "Wallemiales" "Wallemiaceae" "Wallemia" "Wallemia_sebi" "s__Wallemia_sebi"
"ASV567" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiales_fam_Incertae_sedis" "Tetracladium" "Tetracladium_sp" "s__Tetracladium_sp"
"ASV574" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Chaetocladium" "Chaetocladium_brefeldii" "s__Chaetocladium_brefeldii"
"ASV682" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "unclassified" "unclassified" "f__Microascaceae"
"ASV1058" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Ustilago" "Ustilago_nunavutica" "s__Ustilago_nunavutica"
"ASV577" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Acaulium" "unclassified" "g__Acaulium"
"ASV582" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Cephalotrichum" "Cephalotrichum_telluricum" "s__Cephalotrichum_telluricum"
"ASV585" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Castanedomyces" "Castanedomyces_australiensis" "s__Castanedomyces_australiensis"
"ASV588" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Sordariaceae" "unclassified" "unclassified" "f__Sordariaceae"
"ASV593" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV597" "Fungi" "Chytridiomycota" "Lobulomycetes" "Lobulomycetales" "unclassified" "unclassified" "Lobulomycetales_sp" "s__Lobulomycetales_sp"
"ASV599" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Ascobolaceae" "Ascobolus" "Ascobolus_sp" "s__Ascobolus_sp"
"ASV600" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Gibellulopsis" "Gibellulopsis_piscis" "s__Gibellulopsis_piscis"
"ASV607" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV612" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Dermateaceae" "Davidhawksworthia" "unclassified" "g__Davidhawksworthia"
"ASV735" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_racemosus" "s__Mucor_racemosus"
"ASV615" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Paraphaeosphaeria" "unclassified" "g__Paraphaeosphaeria"
"ASV621" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_restricta" "s__Malassezia_restricta"
"ASV622" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "unclassified" "unclassified" "f__Phaeosphaeriaceae"
"ASV628" "Fungi" "Ascomycota" "Sordariomycetes" "Chaetosphaeriales" "Chaetosphaeriaceae" "Pseudophialocephala" "Pseudophialocephala_humicola" "s__Pseudophialocephala_humicola"
"ASV629" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizales_fam_Incertae_sedis" "unclassified" "unclassified" "f__Pezizales_fam_Incertae_sedis"
"ASV634" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV643" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "unclassified" "g__Mortierella"
"ASV644" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "unclassified" "unclassified" "Microascales_sp" "s__Microascales_sp"
"ASV648" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Striaticonidium" "Striaticonidium_humicola" "s__Striaticonidium_humicola"
"ASV655" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Acremonium" "Acremonium_alternatum" "s__Acremonium_alternatum"
"ASV656" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "unclassified" "g__Malassezia"
"ASV659" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV667" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Erysiphaceae" "Sawadaea" "unclassified" "g__Sawadaea"
"ASV669" "Fungi" "Ascomycota" "Dothideomycetes" "Cladosporiales" "Cladosporiaceae" "Cladosporium" "Cladosporium_herbarum" "s__Cladosporium_herbarum"
"ASV672" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV1525" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1527" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pseudombrophilaceae" "Lasiobolidium" "Lasiobolidium_sp" "s__Lasiobolidium_sp"
"ASV1528" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "unclassified" "unclassified" "unclassified" "o__Helotiales"
"ASV1529" "Fungi" "Basidiomycota" "Microbotryomycetes" "Sporidiobolales" "Sporidiobolaceae" "Sporobolomyces" "unclassified" "g__Sporobolomyces"
"ASV1534" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "unclassified" "unclassified" "unclassified" "o__Hypocreales"
"ASV1537" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "unclassified" "unclassified" "f__Didymellaceae"
"ASV1538" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Podila" "Podila_epigama" "s__Podila_epigama"
"ASV1539" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1544" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV1559" "Fungi" "Chytridiomycota" "Lobulomycetes" "Lobulomycetales" "unclassified" "unclassified" "Lobulomycetales_sp" "s__Lobulomycetales_sp"
"ASV1561" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1571" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Lepiota" "Lepiota_subincarnata" "s__Lepiota_subincarnata"
"ASV1573" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Urocystidales" "Urocystidaceae" "Urocystis" "unclassified" "g__Urocystis"
"ASV1574" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "unclassified" "unclassified" "unclassified" "o__Sordariales"
"ASV1575" "Fungi" "Chytridiomycota" "Rhizophydiomycetes" "Rhizophydiales" "unclassified" "unclassified" "Rhizophydiales_sp" "s__Rhizophydiales_sp"
"ASV1576" "Fungi" "Chytridiomycota" "Spizellomycetes" "Spizellomycetales" "unclassified" "unclassified" "Spizellomycetales_sp" "s__Spizellomycetales_sp"
"ASV1577" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pseudombrophilaceae" "Lasiobolidium" "Lasiobolidium_sp" "s__Lasiobolidium_sp"
"ASV1579" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Humicola" "Humicola_zollerniae" "s__Humicola_zollerniae"
"ASV1581" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unclassified" "unclassified" "unclassified" "o__Pleosporales"
"ASV1582" "Fungi" "Basidiomycota" "Tremellomycetes" "Cystofilobasidiales" "Cystofilobasidiaceae" "Cystofilobasidium" "Cystofilobasidium_infirmominiatum" "s__Cystofilobasidium_infirmominiatum"
"ASV1585" "Fungi" "Basidiomycota" "Cystobasidiomycetes" "Buckleyzymales" "Buckleyzymaceae" "Buckleyzyma" "Buckleyzyma_aurantiaca" "s__Buckleyzyma_aurantiaca"
"ASV1586" "Fungi" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Fungi"
"ASV1588" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Phaffomycetaceae" "Wickerhamomyces" "Wickerhamomyces_anomalus" "s__Wickerhamomyces_anomalus"
"ASV1595" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Xylariaceae" "Anthostomella" "Anthostomella_thailandica" "s__Anthostomella_thailandica"
"ASV1597" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Acaulium" "Acaulium_album" "s__Acaulium_album"
"ASV1600" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizales_fam_Incertae_sedis" "unclassified" "Pezizales_sp" "s__Pezizales_sp"
"ASV1607" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1609" "Fungi" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Fungi"
