"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "lowest"
"ASV4160" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" "g__Pseudomonas"
"ASV4161" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV4163" "Bacteria" "Patescibacteria" "Parcubacteria" "unclassified" "unclassified" "unclassified" "c__Parcubacteria"
"ASV4164" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Zavarziniales" "Zavarziniales_insertae_sedis_family" "Zavarziniales_insertae_sedis_genus" "g__Zavarziniales_insertae_sedis_genus"
"ASV4168" "Bacteria" "Bacillota" "Thermacetogenia" "Thermacetogeniales" "Thermacetogeniaceae" "Thermacetogenium" "g__Thermacetogenium"
"ASV4170" "Bacteria" "Bacillota" "Clostridia" "Lutispora" "Lutispora_insertae_sedis_order" "Lutispora_insertae_sedis_family" "g__Lutispora_insertae_sedis_family"
"ASV4173" "Bacteria" "Chloroflexota" "OLB14" "OLB14_insertae_sedis_order" "OLB14_insertae_sedis_family" "OLB14_insertae_sedis_genus" "g__OLB14_insertae_sedis_genus"
"ASV4175" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV4177" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV4179" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV876" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV877" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Beijerinckiaceae" "Microvirga" "g__Microvirga"
"ASV878" "Bacteria" "Bacillota" "Bacilli" "Caldalkalibacillales" "Caldalkalibacillaceae" "Caldalkalibacillus" "g__Caldalkalibacillus"
"ASV879" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV880" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV881" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Ammoniibacillus" "g__Ammoniibacillus"
"ASV882" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "unclassified" "unclassified" "unclassified" "c__Gammaproteobacteria"
"ASV883" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV884" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV885" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Calditerricola" "g__Calditerricola"
"ASV886" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "unclassified" "unclassified" "o__Pseudomonadales"
"ASV887" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV888" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV890" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Schinkia" "g__Schinkia"
"ASV891" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "unclassified" "f__Chitinophagaceae"
"ASV893" "Bacteria" "Bacillota" "Bacilli" "Izemoplasmatales" "Izemoplasmatales_insertae_sedis_family" "Izemoplasmatales_insertae_sedis_genus" "g__Izemoplasmatales_insertae_sedis_genus"
"ASV894" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Defluviicoccales" "Defluviicoccales_insertae_sedis_family" "Defluviicoccales_insertae_sedis_genus" "g__Defluviicoccales_insertae_sedis_genus"
"ASV896" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Olivibacter" "g__Olivibacter"
"ASV897" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV899" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" "WD2101_soil_group_insertae_sedis_genus" "g__WD2101_soil_group_insertae_sedis_genus"
"ASV901" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Ammoniphilus" "g__Ammoniphilus"
"ASV902" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "Thermomicrobiaceae" "Sphaerobacter" "g__Sphaerobacter"
"ASV903" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV904" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV905" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Iamiaceae" "Iamia" "g__Iamia"
"ASV906" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "A4b" "A4b_insertae_sedis_genus" "g__A4b_insertae_sedis_genus"
"ASV908" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV909" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV910" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "unclassified" "f__Roseiflexaceae"
"ASV912" "Bacteria" "Gemmatimonadota" "Longimicrobiia" "Longimicrobiales" "Longimicrobiaceae" "Longimicrobiaceae_insertae_sedis_genus" "g__Longimicrobiaceae_insertae_sedis_genus"
"ASV913" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomycetaceae_insertae_sedis_genus" "g__Thermoactinomycetaceae_insertae_sedis_genus"
"ASV914" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "unclassified" "f__Lachnospiraceae"
"ASV915" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Calditerricola" "g__Calditerricola"
"ASV917" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Hyphomicrobiaceae" "unclassified" "f__Hyphomicrobiaceae"
"ASV919" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV921" "Bacteria" "Bacillota" "Sulfobacillia" "Sulfobacillales" "Sulfobacillaceae" "Sulfobacillaceae_insertae_sedis_genus" "g__Sulfobacillaceae_insertae_sedis_genus"
"ASV923" "Bacteria" "Acidobacteriota" "Acidobacteriae" "AKIW659" "AKIW659_insertae_sedis_family" "AKIW659_insertae_sedis_genus" "g__AKIW659_insertae_sedis_genus"
"ASV924" "Bacteria" "Planctomycetota" "Phycisphaerae" "Pla1_lineage" "Pla1_lineage_insertae_sedis_family" "Pla1_lineage_insertae_sedis_genus" "g__Pla1_lineage_insertae_sedis_genus"
"ASV925" "Bacteria" "Bacillota" "Symbiobacteriia" "Symbiobacteriales" "Symbiobacteraceae" "Symbiobacterium" "g__Symbiobacterium"
"ASV926" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV927" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Amoebophilaceae" "Candidatus_Amoebophilus" "g__Candidatus_Amoebophilus"
"ASV928" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV930" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV931" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV932" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV933" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Xanthobacteraceae" "unclassified" "f__Xanthobacteraceae"
"ASV934" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV935" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "MND1" "g__MND1"
"ASV936" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV937" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ureibacillus" "g__Ureibacillus"
"ASV938" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Rhizobium" "g__Rhizobium"
"ASV939" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV940" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV941" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Microscillaceae_insertae_sedis_genus" "g__Microscillaceae_insertae_sedis_genus"
"ASV942" "Bacteria" "Actinomycetota" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Thermasporomyces" "g__Thermasporomyces"
"ASV943" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Microscillaceae_insertae_sedis_genus" "g__Microscillaceae_insertae_sedis_genus"
"ASV944" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Salinispora" "g__Salinispora"
"ASV945" "Bacteria" "Actinomycetota" "Actinobacteria" "Kitasatosporales" "Streptomycetaceae" "Wenjunlia" "g__Wenjunlia"
"ASV946" "Bacteria" "Actinomycetota" "Thermoleophilia" "Solirubrobacterales" "67-14" "67-14_insertae_sedis_genus" "g__67-14_insertae_sedis_genus"
"ASV947" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Ammoniphilus" "g__Ammoniphilus"
"ASV950" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Lentimicrobiaceae" "Lentimicrobium" "g__Lentimicrobium"
"ASV951" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "A4b" "A4b_insertae_sedis_genus" "g__A4b_insertae_sedis_genus"
"ASV953" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV954" "Bacteria" "Chloroflexota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Chloroflexota"
"ASV955" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV957" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV958" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV959" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "Herbinix" "g__Herbinix"
"ASV960" "Bacteria" "Actinomycetota" "Actinobacteria" "Euzebyales" "Euzebyaceae" "Euzebyaceae_insertae_sedis_genus" "g__Euzebyaceae_insertae_sedis_genus"
"ASV962" "Bacteria" "Bacillota" "Bacilli" "Caldalkalibacillales" "Caldalkalibacillaceae" "Caldalkalibacillus" "g__Caldalkalibacillus"
"ASV964" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium" "g__Clostridium"
"ASV965" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "B1-7BS" "B1-7BS_insertae_sedis_genus" "g__B1-7BS_insertae_sedis_genus"
"ASV966" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "A4b" "A4b_insertae_sedis_genus" "g__A4b_insertae_sedis_genus"
"ASV968" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "YM_S32_TM7_50_20" "YM_S32_TM7_50_20_insertae_sedis_genus" "g__YM_S32_TM7_50_20_insertae_sedis_genus"
"ASV969" "Bacteria" "Actinomycetota" "Actinobacteria" "Euzebyales" "Euzebyaceae" "Euzebyaceae_insertae_sedis_genus" "g__Euzebyaceae_insertae_sedis_genus"
"ASV970" "Bacteria" "Bacillota" "Limnochordia" "Limnochordia_insertae_sedis_order" "Limnochordia_insertae_sedis_family" "Limnochordia_insertae_sedis_genus" "g__Limnochordia_insertae_sedis_genus"
"ASV972" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV973" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV974" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV975" "Bacteria" "Bacillota" "Clostridia" "Proteinivoracales" "Proteinivoracaceae" "Proteinivoracaceae_insertae_sedis_genus" "g__Proteinivoracaceae_insertae_sedis_genus"
"ASV976" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" "Steroidobacter" "g__Steroidobacter"
"ASV977" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "EPR3968-O8a-Bc78" "EPR3968-O8a-Bc78_insertae_sedis_family" "EPR3968-O8a-Bc78_insertae_sedis_genus" "g__EPR3968-O8a-Bc78_insertae_sedis_genus"
"ASV978" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV979" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "unclassified" "unclassified" "unclassified" "c__Alphaproteobacteria"
"ASV980" "Bacteria" "Actinomycetota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Saccharomonospora" "g__Saccharomonospora"
"ASV981" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Ralstonia" "g__Ralstonia"
"ASV983" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV984" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Sandaracinaceae" "Sandaracinus" "g__Sandaracinus"
"ASV985" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "PLTA13" "PLTA13_insertae_sedis_family" "PLTA13_insertae_sedis_genus" "g__PLTA13_insertae_sedis_genus"
"ASV986" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Pigmentiphaga" "g__Pigmentiphaga"
"ASV987" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "unclassified" "f__Lachnospiraceae"
"ASV988" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV989" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Actinocorallia" "g__Actinocorallia"
"ASV991" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "Acetivibrio" "g__Acetivibrio"
"ASV992" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV994" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV995" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1684" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Methylococcales" "Methylococcaceae" "Methylococcaceae_insertae_sedis_genus" "g__Methylococcaceae_insertae_sedis_genus"
"ASV1685" "Bacteria" "Chloroflexota" "Anaerolineae" "Ardenticatenales" "Ardenticatenaceae" "Ardenticatenaceae_insertae_sedis_genus" "g__Ardenticatenaceae_insertae_sedis_genus"
"ASV1686" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "unclassified" "f__Roseiflexaceae"
"ASV1687" "Bacteria" "Spirochaetota" "Spirochaetia" "Spirochaetales" "Spirochaetaceae" "unclassified" "f__Spirochaetaceae"
"ASV1688" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "YM_S32_TM7_50_20" "YM_S32_TM7_50_20_insertae_sedis_genus" "g__YM_S32_TM7_50_20_insertae_sedis_genus"
"ASV1690" "Bacteria" "Bacillota" "D8A-2" "D8A-2_insertae_sedis_order" "D8A-2_insertae_sedis_family" "D8A-2_insertae_sedis_genus" "g__D8A-2_insertae_sedis_genus"
"ASV1691" "Bacteria" "Actinomycetota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Saccharomonospora" "g__Saccharomonospora"
"ASV1692" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Zhengella" "g__Zhengella"
"ASV1694" "Bacteria" "Acidobacteriota" "Subgroup_5" "Subgroup_5_insertae_sedis_order" "Subgroup_5_insertae_sedis_family" "Subgroup_5_insertae_sedis_genus" "g__Subgroup_5_insertae_sedis_genus"
"ASV1696" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineaceae" "Aggregatilinea" "g__Aggregatilinea"
"ASV1697" "Bacteria" "Bacillota" "Moorellia" "Desulfitibacterales" "Desulfitibacteraceae" "Desulfitibacter" "g__Desulfitibacter"
"ASV1699" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "unclassified" "unclassified" "unclassified" "c__Gammaproteobacteria"
"ASV1701" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "unclassified" "f__Chitinophagaceae"
"ASV1702" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV1704" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1705" "Bacteria" "Chloroflexota" "OLB14" "OLB14_insertae_sedis_order" "OLB14_insertae_sedis_family" "OLB14_insertae_sedis_genus" "g__OLB14_insertae_sedis_genus"
"ASV1709" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Lautropia" "g__Lautropia"
"ASV1710" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1711" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "SWB02" "g__SWB02"
"ASV1713" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "A4b" "A4b_insertae_sedis_genus" "g__A4b_insertae_sedis_genus"
"ASV1714" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" "g__Massilia"
"ASV1715" "Bacteria" "Actinomycetota" "Actinobacteria" "Kitasatosporales" "Streptomycetaceae" "Streptomyces" "g__Streptomyces"
"ASV1716" "Bacteria" "Bacillota" "Clostridia" "Lutispora" "Lutispora_insertae_sedis_order" "Lutispora_insertae_sedis_family" "g__Lutispora_insertae_sedis_family"
"ASV1718" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1721" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Brucella" "g__Brucella"
"ASV1722" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "unclassified" "f__Rhizobiaceae"
"ASV1724" "Bacteria" "Bacillota" "Gelria" "Gelria_insertae_sedis_class" "Gelria_insertae_sedis_order" "Gelria_insertae_sedis_family" "g__Gelria_insertae_sedis_family"
"ASV1725" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "MND1" "g__MND1"
"ASV1727" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" "g__Pseudomonas"
"ASV1728" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Nonomuraea" "g__Nonomuraea"
"ASV1732" "Bacteria" "Bacillota" "Thermovenabulia" "Thermovenabulales" "Thermosediminibacteraceae" "unclassified" "f__Thermosediminibacteraceae"
"ASV1733" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" "Myxococcaceae_insertae_sedis_genus" "g__Myxococcaceae_insertae_sedis_genus"
"ASV1734" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "unclassified" "Acidibacter" "g__Acidibacter"
"ASV1735" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV1736" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "Candidatus_Chloroploca" "g__Candidatus_Chloroploca"
"ASV1737" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1738" "Bacteria" "Planctomycetota" "Phycisphaerae" "CCM11a" "CCM11a_insertae_sedis_family" "CCM11a_insertae_sedis_genus" "g__CCM11a_insertae_sedis_genus"
"ASV1739" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "Thermoclostridium" "g__Thermoclostridium"
"ASV1740" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1741" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Bordetella" "g__Bordetella"
"ASV1742" "Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "g__Flavobacterium"
"ASV1743" "Bacteria" "Bacillota" "Bacilli" "Bacilli_insertae_sedis_order" "Bacilli_insertae_sedis_family" "Bacilli_insertae_sedis_genus" "g__Bacilli_insertae_sedis_genus"
"ASV1744" "Bacteria" "Verrucomicrobiota" "Kiritimatiellia" "WCHB1-41" "WCHB1-41_insertae_sedis_family" "WCHB1-41_insertae_sedis_genus" "g__WCHB1-41_insertae_sedis_genus"
"ASV1745" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "EPR3968-O8a-Bc78" "EPR3968-O8a-Bc78_insertae_sedis_family" "EPR3968-O8a-Bc78_insertae_sedis_genus" "g__EPR3968-O8a-Bc78_insertae_sedis_genus"
"ASV1746" "Bacteria" "Bacillota" "Clostridia" "Peptostreptococcales-Tissierellales" "unclassified" "unclassified" "o__Peptostreptococcales-Tissierellales"
"ASV1750" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "unclassified" "f__Paenibacillaceae"
"ASV1752" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Cohnella" "g__Cohnella"
"ASV1753" "Bacteria" "Bacillota" "Clostridia" "Christensenellales" "Christensenellaceae" "Christensenellaceae_insertae_sedis_genus" "g__Christensenellaceae_insertae_sedis_genus"
"ASV1755" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Thermostaphylospora" "g__Thermostaphylospora"
"ASV1756" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1757" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" "WD2101_soil_group_insertae_sedis_genus" "g__WD2101_soil_group_insertae_sedis_genus"
"ASV1760" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "YM_S32_TM7_50_20" "YM_S32_TM7_50_20_insertae_sedis_genus" "g__YM_S32_TM7_50_20_insertae_sedis_genus"
"ASV1761" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Methylophilaceae" "Methylophilus" "g__Methylophilus"
"ASV1762" "Bacteria" "Bacillota" "Dethiobacteria" "Dethiobacterales" "Dethiobacteraceae" "Dethiobacter" "g__Dethiobacter"
"ASV1764" "Bacteria" "Chloroflexota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Chloroflexota"
"ASV1765" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Planococcaceae" "Paenisporosarcina" "g__Paenisporosarcina"
"ASV1766" "Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "unclassified" "unclassified" "o__Bacteroidales"
"ASV1769" "Bacteria" "Chloroflexota" "Dehalococcoidia" "S085" "S085_insertae_sedis_family" "S085_insertae_sedis_genus" "g__S085_insertae_sedis_genus"
"ASV1772" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pir4_lineage" "g__Pir4_lineage"
"ASV1773" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV1774" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "Anaerocolumna" "g__Anaerocolumna"
"ASV1775" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV1776" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Defluviitaleaceae" "Defluviitalea" "g__Defluviitalea"
"ASV1777" "Bacteria" "Bacillota" "Bacilli" "Caldalkalibacillales" "Caldalkalibacillaceae" "Caldalkalibacillus" "g__Caldalkalibacillus"
"ASV1778" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Pseudaminobacter" "g__Pseudaminobacter"
"ASV1779" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Mesobacillus" "g__Mesobacillus"
